"Data Source","World Development Indicators",

"Last Updated Date","2018-09-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Botswana","BWA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","12056638.1606617","13991884.70687","15982055.236226","18034391.1645463","20214693.9913565","23174647.4940667","26220362.6220363","29776847.9776848","41701534.1701534","40662860.3258599","58626465.6616415","78159955.2572707","100052008.841503","151275032.416078","198233995.584989","226572008.11359","246722631.094756","313004750.593824","404552040.569911","534969325.153374","704902213.072568","768136727.620414","703068855.006313","733430577.080864","719192852.741836","571113213.497319","684183917.833005","952022157.364941","1161735754.12884","1422750508.71011","1887395861.3276","1834537000.39573","1723775892.30696","1627109900.54063","1718989793.63779","2070052665.75283","1799831538.41526","2395831050.72861","2517475567.33477","2398365193.32238","2320710337.52793","2133671163.45956","2158048610.89162","2779825087.3755","3706961580.25954","3533676424.54602","3451273001.40493","4440003828.10973","5586576630.68157","5327109334.60049","6554992934.52661","8227896230.00205","8854720373.79743","9163746871.6482","8766069478.20779","7716060972.86091","6575563308.88912","",
"Central African Republic","CAF","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","38336816.2740609","44034883.7825639","46936105.2577017","49792587.3533363","57952747.6949498","56720594.7582825","67160971.4162906","76828946.5607646","75999785.1066812","70699836.821426","78597127.8903891","75389852.427671","77877594.755495","98946247.2834036","121947245.317603","151160965.112226","132307723.147681","174129603.707592","206899174.805534","246199305.571225","327433570.018118","236648293.628085","256106186.947724","241183767.116458","226437019.045594","273603657.545803","321221786.865312","342886690.007141","316906397.285597","326536958.442774","372791488.286404","359806867.538511","372229135.923364","292701084.112097","212952087.761505","315152768.194789","258135823.426887","271328255.344549","274652946.223742","239761597.832448","231254888.680986","210345022.80576","199723610.815793","205101408.240842","244440120.177601","290317082.682346","322489945.784018","398343553.11071","465218535.942272","460467523.941292","526488629.393249","483637201.316221","472607624.551175","379716267.508704","639651854.211543","547649421.463709","527084435.931915","619421654.143502",
"Canada","CAN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","7452527622.81307","7359338827.29246","7469254669.64448","7792434890.44751","8874461306.16442","10055817479.3005","11653023567.8002","12469546116.3743","14139540131.2697","16467693332.7201","17034787060.9628","19266916221.0339","23016335084.352","28022835316.4684","38321052044.9898","41211329925.2851","46290677789.0467","48445935401.9746","52877847462.0847","62707546952.3647","70404560896.3394","78611226958.0449","66961173705.1147","73958941901.9799","87017990888.7345","92167704137.6785","98333213386.1101","107111613876.32","128295279109.45","141233952702.703","147858244772.026","151757004451.427","157205261851.576","168030385241.454","182802431165.788","199284465170.504","208616795012.835","236596128845.876","240809571958.207","259052971663.189","286675644737.728","267822184917.355","270575415790.48","294624937549.069","336555726364.335","384891071133.85","429507228490.832","469362256773.112","505033739456.42","410146093955.035","499992824942.813","568146096542.241","587120560050.247","586141008471.601","585135256411.164","530268247896.457","512704230018.94","548291575782.269",
"Central Europe and the Baltics","CEB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82585362112.6633","76036439926.1035","86872624752.7334","88098444250.9552","97715969590.8052","133187783192.636","150077596965.134","160898865100.861","177664257603.72","173206264710.254","189960475056.832","206239127520.119","232060013125.621","295417046590.91","383034936651.684","450170482900.621","552112737361.549","708660665992.105","843030658176.632","610902946902.412","697770640204.59","830243399101.059","791536867161.302","826043984042.195","871392326516.044","764996677237.695","780330649967.378","884943540381.869",
"Switzerland","CHE","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","2546890123.0599","3068472924.55224","3427708776.84942","3694832986.2286","4097821745.97422","4146180481.44376","4411016178.07445","4635551289.31248","5060440504.88573","5896400749.46832","10241069060.1418","11663672488.4492","13813883303.2231","18866870418.3519","23401481824.5897","22223981133.5374","24658898743.799","29624833492.823","39694626565.9955","48982225115.7755","58659625231.2466","52734624681.8043","49532228242.1317","49686925015.4828","47851991956.42","49279196817.3863","67413713380.3991","77985374664.6996","86892624752.2723","89079899382.6029","107335887345.235","101178815271.967","104435210994.169","97940819978.3433","106081908751.919","124759357378.436","125201505825.243","120714274650.314","124404269347.496","123684812608.175","125112051693.51","126148528857.549","127246262543.308","146182464914.235","167604367832.73","190201338178.606","206957086217.898","239991125624.792","288924445018.927","269127172134.914","311077560877.349","398974964179.191","378438382206.726","412218525459.393","372933612544.604","343923271128.243","365060701178.112","366106787336.137",
"Channel Islands","CHI","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","650727272.727273","715636363.636364","693181818.181818","837125000","791260869.565217","762593750","948051282.051282","905156862.745098","938782608.695652","1178162790.69767","1274884955.75221","1310729508.19672","1560149038.46154","2590758379.88827","3129223852.90148","2025346741.3442","2100124107.27969","3074828152.27484","3782801705.62224","5570423583.89262","7679845876.92308","9047297176.92308","5382281400.51071","4355576959.00495","4799834957.35175","4307602967.79809","4672424640.02488","5752821226.01522","6765529485.73528","8748407009.55235","9686180975.72975","10137181116.2018","12544703151.5803","13669475781.4781","14680688842.4009","19346618433.6013","21946625731.1956","24191173540.1016","23494325678.1594","19982048574.2364","22411585684.8134","21822419952.279","21332345471.8843","23190197866.0688","29694953337.3255","38680972557.1778","45358377418.1321","54405352884.0828","70715782094.3573","50503967542.8748","68442909063.8457","86884940756.2013","91222239391.7175","91237690166.3709","83794979623.3248","72190111947.1061","68332754961.6468","74786867032.6669",
"China","CHN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","2644406531.806","1746689414.24974","1372979120.9684","1450158420.6678","1710130798.60265","2246323828.09327","2481923795.59672","2169144528.39386","2067592818.26306","1917296287.26948","2278820375.33512","2128523844.34154","2850652532.18119","5207600281.49191","7791148276.56537","7925583396.06409","6660142165.44761","7148239853.59027","7617886178.86179","10560869565.2174","12450000000","14591269841.2698","17788124795.19","19385304449.37","24710305080.89","38302403273.95","33592580690.4701","33781853910","48984701330","46118793490","38461758920","43941659170","61849400129","86072328750","97250445198","119900826000","137261877000","144623820000","144913704696","168058444268.42","224306238158.48","243973790217.76","295619639659.43","412137124715.32","556182551584.76","648712207879.78","782812463259.9","949016596646.331","1146484468067.73","1029593130340","1380075369555.26","1825402621481.08","1943215391727.26","2119378054520.8","2241288603086.24","2003257157591.33","1944484096049.36","2208417814123.81",
"Cote d'Ivoire","CIV","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","125105306.753683","173748889.036578","166140901.801898","178997244.674234","227712352.751042","277073943.660535","293880244.254277","311787445.086583","358694218.521461","368517384.94218","423656620.710839","450325312.821742","536449174.614209","833598036.60294","1178207134.71735","1424552666.21841","1689889740.76221","2276134374.1465","2957600540.46892","3443467897.94736","4190182122.64696","3565652190.48951","2975901592.57446","2442621512.28396","2175043870.0219","2260591209.82587","2764108286.92205","2987988909.17113","2860181708.66905","2835035989.03226","2926929958.26122","2831550803.96828","3135722395.25365","2861522066.82662","2436641848.493","3788785442.56578","3935331284.34155","4136989192.85472","4410458617.1277","4225089820.66077","3628438193.79943","3676789145.45416","4000564141.54501","5108743061.55726","6324073681.46878","7521516467.06218","7601360209.34418","8587383895.56715","9728422151.32335","9692737802.85451","10781657537.0954","9476194623.85622","11987610452.0211","12070076938.6516","9093842826.22616","8565603856.56292","7333464912.2807","7836513171.57039",
"Cameroon","CMR","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","197515591.287928","201177195.891905","210907991.385219","259406643.900142","263432919.050755","286172800.971748","335126959.858674","373274385.802691","422044770.774085","514251588.034095","703141264.863076","841897802.935491","936044260.079025","1240159146.07977","1641291151.47465","1828861014.3161","2169800854.34915","2117131907.17679","2163148272.08762","2418063345.72026","2572868199.66408","2413598418.22108","2537512534.91331","1994132705.91881","1979526250.04955","1930731927.4123","1820379196.90693","2087299308.22505","1942661109.58702","2008477429.44955","1698592173.58325","2436723533.60713","2704330298.11835","2384496409.5953","2275345529.55784","2515403938.72661","2933604778.46662","3189636262.85208","3741046546.60364","4222751576.23312","4731960093.89004","5092288035.28696","6621856552.55069","8694602319.3562","6860732723.50341","7046206466.28049","9095711686.00584","8809596983.19639","9716644401.26306","10527164426.6456","8535825966.5449","7543172006.74536","6951453938.9302",
"Congo, Dem. Rep.","COD","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","652284117.647059","289758285.714286","281268095.238095","1968501386.13861","1074945454.54545","1101284909.09091","1723357636.36364","554017262.247837","598269520.958084","716055508.982036","888895808.383234","1037045748.50299","974051856.287425","1249501257.48503","1826347544.91018","1544910359.28144","1895866254.33891","2428488056.04203","1413875669.85646","1513091352.52423","2353845419.30874","2149230263.54821","1904761878.66928","1903154417.41357","2052227172.37083","1844401508.95718","1945438642.214","2211277027.72327","2465392972.58714","2240912518.58796","2730558340.21529","1925087374.50215","1440947237.99588","974381012.073522","1157757147.35338","1338976146.01145","1749529627.1036","913626093.648502","2044259390.06407","826448700","2971014492.75362","971000000","1190984744.49209","2684033000.70499","2739841246.91439","3514019627.27088","3795526426.40745","6873939038.53958","8854270978.57445","6738233802.1941","10704460352.7997","11804250540.7051","11004106483.515","13401952029.1178","15034396291.5287","11984597102.4854","11327290119.3559","14684854812.3077",
"Congo, Rep.","COG","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","112771915.27196","126893746.656223","104827975.349294","99632771.9788726","104822271.033075","105279938.164821","112749007.963935","132519860.666779","143800836.297536","150792096.447063","158825947.028754","169598347.40092","212675136.212811","235094360.714189","348144058.951519","489004627.500965","502196073.576075","499430790.207956","536657899.663771","582921406.18771","1025655319.91328","1516938860.52333","1480190945.86596","1085638605.62292","1000785739.72863","1210204368.32453","992475139.673471","887412825.477466","894415286.604522","832266748.941027","532937076.036075","764320192.097393","482474334.301251","601401825.154842","1313209344.22925","1345946415.93562","1523134286.9274","1397383518.82076","1415791934.18852","1391257515.23756","1404291125.9827","1489688467.93177","1628973919.50108","2658587663.66776","2363288839.08831","3317745075.95815","5073251096.54974","4493098515.69105","5574031839.28372","4816476039.22435","6568061912.82858","8343154975.53225","8251795056.521","9306801068.73937","9960023462.07134","8242700348.88862","6222524410.2864","5130339638.95216",
"Colombia","COL","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","594894694.800301","627934716.41791","605929809.308526","597285655.555555","755727700","602333333.333333","822044444.444444","656344999.207263","845798780.974361","920648666.123995","1138569279.23141","1304349957.10695","1280485852.91791","1484831408.00197","1918524079.3962","1843020014.55016","2132872142.96008","2583332950.81878","3197339800.486","3760432261.68848","5203232620.46224","5615791810.12017","5913946559.14415","5123165384.3959","4770997072.92881","4370687816.25123","4190788877.63254","4698963510.48837","5434977200.50553","5463099784.42975","5969019819.41624","5735723971.09233","7765034453.60976","10468179980.2382","17091698826.0504","19392751883.9628","20252680331.731","22137740205.7201","20576289396.4486","15343463758.285","16732945249.8395","18181380994.4608","17791627420.1362","18880942909.5885","22352723852.1062","27531479844.6179","33390235239.8168","41049096185.6271","49437130335.1259","42670565617.358","50988386204.0138","66857507239.0369","74069955861.1047","76517618155.4938","80870484833.256","68136438749.0354","60802423164.7351","62106969223.4078",
"Comoros","COM","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","64152503.9545092","56236157.2610368","57656114.1314685","59866771.8286855","59695206.8071394","57312128.0543615","67420729.2457761","83484733.5076897","86665680.2498743","78080131.5086632","92877278.361875","94305478.9980309","111402185.805562","99396030.9393764","87769225.0794191","103347846.214216","95381327.2168065","91253602.8222688","80249279.7069467","75484879.4195263","57301990.2337623","64978813.3126899","69491721.9106809","101201994.491862","119511233.581465","138381749.503857","155667548.432074","191350716.079525","255325613.413682","253617286.275847","274155699.702254","306255239.194823","321496769.222934","370280818.135742","390568029.192199","267487309.152604","269754409.380056","286823056.690219",
"Cabo Verde","CPV","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","95271002.5413878","98597331.94783","111363376.237063","107746729.477805","102579340.440798","109057018.47723","143832346.163012","154640326.885234","157247386.131058","166385998.119985","211201277.14322","205936309.657181","238072377.899968","230719808.024668","229787766.665445","294133735.833344","277548294.92139","287190631.141467","308372216.222824","355408993.062936","326304704.517028","351069967.1665","425645500.974672","548644421.358607","642983643.29179","647010928.123622","805264991.06378","1002327678.44066","1128862232.90847","975047361.266663","1028011941.0801","1199639656.94821","1048423623.66935","1015184714.43416","1127606742.73493","944263499.25639","974833868.019506","1121384368.97591",
"Costa Rica","CRI","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","132853201.568405","124535586.354658","126238793.401603","140434038.585886","156012781.76268","198550928.301887","199652830.188679","221222641.509434","254671698.113208","276015109.433962","344588679.245283","405445380.180507","459457422.758101","569085860.865379","805624186.633039","755869299.883314","842240361.726954","1116359428.23804","1269463197.19953","1500945145.85764","1778891481.91365","1264049997.01332","1099078496.63296","1227008385.61159","1333638391.56395","1377608679.20792","1476531123.65591","1795154557.90983","1914528767.64745","2340810917.27284","2686102521.30216","2737000735.11394","3495370105.34079","4150829595.48208","4416262645.10555","4821923954.79597","5143782196.33142","5803238177.12812","6578730899.33512","6411945533.46402","6545131899.15312","6445457475.59826","6828718248.0129","7367380192.75915","8011993538.41011","9172016299.32353","10561774083.33","12333165299.6976","14660109297.4533","10800050161.0011","13061023690.2021","15465817010.9729","16718693002.3076","17055281116.7128","17596280793.7402","17360350889.6379","18216066995.5212","19068920953.7865",
"Caribbean small states","CSS","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9625811605.66931","9935272209.0426","9673646052.53035","9562615998.78312","9590633175.09867","11515736325.2249","13209174654.808","14267280340.6803","16098625920.141","16827872656.5032","16894033577.9846","18648837447.893","18316588367.5949","18415945340.1199","19323805871.0553","21139247951.9322","24957954307.2227","29184413692.1786","31437989664.4484","36218267366.267","27796398987.5474","29064218601.6833","33625708447.4233","34361102592.5343","34457737256.985","35601892308.3713","31896954138.6153","30039238578.8736","32411848446.5424",
"Cuba","CUB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","2515236800","3055095900","3594369359.91605","4412339083.23281","5038233170.73171","5756838292.68293","6093814738.12424","6276949156.62651","7878465454.54545","8645207123.28767","8817697500","8905963975.90361","9251183529.41176","9765161117.57858","10603443141.7188","10307791680.3144","10606362970.9623","11073229683.327","11837456728.2322","12096964757.1447","11708950531.9149","7067591647.33179","4025942837.83784","3516494864.86486","4135300810.81081","4840440188.94421","4330900000","4523000000","4697400000","4916000000","5179600000","5109300000","4434700000","4895200000","5841100000","7822600000","9744000000","10332600000","14806100000","9594000000","11400000000","15079000000","14888000000","15602000000","13865000000","12591200000","","",
"Curacao","CUW","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","277745397.74629","360768050.085833","497972959.235539","606584939.289295","821765628.742515","1358664013.267","1321842817.29428","1387106288.53268","1382085650.72303","1528712761.71486","1429846928.98273","1496618983.05085","1862396345.91961","2289354454.20326","2732346863.90533","3192962740.07682","3294451136.36364","4191531290.74316","3158397055.35925","3570773571.42857","6645536869.34023","6993350062.73526","6771607753.70582","6855316742.08145","6823408845.73894","6877002827.52121","6725227686.7031","7114519230.76923","8198301245.75311","9933625000","10516104962.0694","11501819094.2165","13968792773.0632","17498754943.6063","14028480133.3704","14692715231.7881","15321100917.4312","13753950918.6689","13685873605.948","14017513599.5754","12537872906.7317","13198119469.0265","14677935542.0329",
