"Data Source","World Development Indicators",

"Last Updated Date","2018-09-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Liberia","LBR","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","73000000","95700000","138900000","113800000","121100000","114500000","130400000","148300000","135700000","143600000","159000000","174300000","184200000","240900000","332100100","371899900","446200100","521899800","548600100","587399900","614000100","560899800","559000100","506000100","426000100","404999900","368999900","","","","","","","","","","","213000000","141500000","184100000","206000000","163688100","167127500","149193600","1058000000","1162000000","1176000000","1747000000","1230250100","1096780000","1197494500","1459790300","1549000000","1876694200","2184836500","2167200000","2106800000","",
"Libya","LBY","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8994703389.83051","9843249020.30638","8629261363.63636","9671484888.30486","7471584385.76349","5725902894.04449","6662087912.08791","6706443914.08115","5690761334.47391","5245795601.55239","5251854744.24053","5673442406.21385","6982677165.35433","8745312500","10722807615.3846","12848403317.0284","15554049939.0987","19934262632.6628","25254985289.3102","26990027921.8189","31477739185.3489","15542395033.4913","32541808670.8409","42464181803.8846","37803285130.4621","20680929626.4118","","",
"St. Lucia","LCA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","13463671082.8645","13841724326.1927","14396824363.5481","15327993696.8124","15065546690.1548","15227595091.7025","17331472666.9847","17779224660.0366","19989408945.5946","22393908621.0274","24489417078.5498","28205989774.1315","32357038697.9971","41385231583.3352","62468224638.5532","65684512610.1808","69923005893.6477","78142167602.9963","88740237435.9173","107515044969.169","134170988989.846","147994599185.875","126445509158.99","101793864646.343","106264243054.963","107565054829.84","110488933775.13","118669557751.184","144281720144.746","155344883707.152","182623517211.498","218354189366.371","233927841213.479","256090064579.142","303457810718.015","331591605343.641","364118497099.45","423531761040.398","443311391211.252","427268565674.452","493739352848.592","488992258199.58","453777082837.682","476490136444.393","586639661539.158","704967604781.924","786241825087.589","928687432237.922","1121465172621.31","893563826929.677","1129844475527.27","1347348228689.87","1407494019164.59","1470014444477.95","1513636116221.08","1353884175273.24","1281643398325.47","1395911597486.17",
"Least developed countries: UN classification","LDC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","28150331165.8413","28601670745.87","33120333070.5805","33789958909.2038","33952568641.3118","36893598899.728","37168349869.8109","37066655516.3299","35699718016.3954","36576798337.6713","45023585358.6756","48697465193.0588","48054714179.4212","50362394143.5119","51522734143.1897","55771000683.321","57658611568.8783","62250550716.7232","73469247381.5883","86791681585.1894","108616068952.984","124741408338.872","159885684030.063","205323625965.607","194489609776.893","211563518939.008","248619365904.333","276443272198.659","305930844287.229","324021766644.175","296726774692.326","277842089603.591","312427425000.181",
"Low income","LIC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32306204021.402","34049317941.5091","33307770908.4538","33895616809.4904","32196958255.3073","36956911343.5782","40456058438.2935","40214256618.873","40836161109.6003","40177995883.4476","43946931112.9035","43198578152.9467","48200876541.9043","55915232153.9326","68759173182.1528","78568889042.1671","89709322454.9061","111368612020.416","137255009721.304","127818158602.166","152817145686.271","170934808082.44","187604996018.435","203315920911.782","211630587913.502","191424087928.463","182530631830.156","203379346003.331",
"Liechtenstein","LIE","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","464026785.714286","411422958.108092","418792243.673695","341092712.810704","349987424.17814","432983193.277311","452731092.436975","433333333.333333","424913594.438429","483865546.218487","656806722.689076","630522765.598651","610385259.631491","735000000","1211729323.30827","1325392296.71897","1126991676.57551","1237767756.48253","1080845611.78732","1539434810.53308","2205444646.098","2054961038.96104","2205910619.89428","2141138971.52571","2099724842.7673","2269734904.27099","2262919343.3262","2385292119.56522","2570606727.4442","2568294036.06103","3057438841.73739","3497075175.24776","3981473876.34041","4481456953.64238","5345325779.03683","5998536585.36585","6101194137.86864","6579989218.51161","6673560899.92242","6774144497.45187","8103470977.79509","6861760295.4342","6849730984.73761","7681620389.55657","9122927166.71608","10071562189.0547","11627135436.7064","12775971795.3354","15686587279.6086","11703636680.007","15209667433.2213","22255856018.8116","21677586206.8966","21498807218.6508","23142856541.0539","22994928365.4553","23453342320.3737","25402508468.5503",
"Lower middle income","LMC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","19649907427.2845","19483319212.3155","20414113886.048","23633217484.8498","24465802556.5008","26524264526.8978","34268097534.4827","55029201663.2183","68741520182.0286","75704704546.3547","83741445675.6482","96080770478.1496","119352729224.029","152318959121.178","170157766966.944","161067775221.386","146808041377.667","137135272105.958","136073691861.567","133271145266.412","145491681012.363","157218324244.828","170949164576.937","186759009185.509","179645535571.032","195633651522.862","200355281615.863","226360073692.087","280544866489.504","305744338862.342","329019415687.278","299389750008.356","299884785160.677","332639224396.376","341933383743.907","366995048075.928","425000832654.284","521613881855.452","646827345623.572","774851710730.903","988192198079.961","1220941786567.31","1074212620086.49","1317663346928.24","1632289450264.31","1687836786059.98","1689431267626.21","1694409028661.47","1539397674684.93","1543631929139.59","1766951957200.51",
"Low & middle income","LMY","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","43160609070.3243","41456535484.6364","39704451852.4564","48540230970.7398","49920565669.4528","53747038865.9117","58066698896.3723","58503107583.666","61820152865.2341","66364177361.5372","76315487597.608","84042498288.0931","94603541090.9065","127226054940.185","206702571730.353","249375436394.435","263242961740.938","297757421451.481","320968970528.056","387903805835.669","512409252024.452","572683642720.573","539251287896.233","488591157735.812","486417813338.102","494156969102.946","477852696684.819","510120866518.76","607216884546.723","660454041226.792","701869926809.646","701383999135.631","928238724901.308","902298781587.224","947517087206.776","1126032662974.62","1201822702265.85","1281682341442.38","1193074505228.88","1193061364180.31","1415383721140.05","1444203329505.67","1554854442221.68","1849480390541.2","2367716253907.45","2827746949368","3313635218460.12","4068935917041.7","4957953186568.12","4164019789392.61","5242123232972.46","6484030174844.3","6880800763806.21","7191378262137.72","7293366019900.04","6374928777943.72","6193841537938.74","7013071906001.48",
"Lesotho","LSO","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","13299734.0053199","16239675.2064959","20019599.6080078","23939521.2095758","25759484.8103038","29259414.8117038","32059358.8128237","33599328.0134397","33879322.4135517","34019319.6136077","33599328.0134397","41946308.7248322","55938597.6323663","82132564.8414986","116261957.32156","155510480.054091","204691812.327507","217341306.347746","241490340.386385","358669833.729216","475089881.869543","508034188.034188","","","","","","","","","","","","","","","","","","","","","","","","","","1880617168.64905","1911937309.34973","1986901849.25121","2412540758.34563","2632465301.40061","2686796784.40926","2250133395.86179","2151620923.74244","2048938876.10286","1904849816.76982","",
"Late-demographic dividend","LTE","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","24574550991.4124","28058085808.1504","28256672894.4043","30380940353.5117","32944910429.8893","38606074921.085","42183723463.1122","49683456197.9945","69555925574.9675","107766061083.777","112282490896.515","117641265277.789","135826973185.203","153870804631.467","200498257957.892","254831198342.053","264976753240.439","257836606272.585","247079306699.334","257964393425.861","276466950078.19","273293381607.362","300849704598.684","364781990893.93","405978995682.014","426261152005.283","449016549799.263","650303911469.259","599289980067.773","633977462650.189","779469749825.895","823965430585.832","862476205937.9","809160375856.123","808514126209.042","959268698573.366","1007935677094.71","1100360940037.91","1348111441769.75","1727542222339.29","2030818947549.3","2430148153268.26","3024128302682.12","3687696870098.69","3019180371163.01","3750044519473.67","4682032270517.79","4917202332149.06","5221808560719.73","5373116766416.96","4736782094098.92","4663294783212.11","5206102176490.88",
"Lithuania","LTU","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3760052306.13279","4296020112.21407","5570465170.47907","5679422097.53992","4652317911.09193","5161332153.64696","6065910832.97367","7570066967.22081","9769110547.09532","12317922131.1475","15956117551.9343","19907525661.94","25227037082.6492","32878310405.3856","20075458020.5727","24952274894.8246","33714511263.1334","34605459624.8866","38438912381.036","38340614747.7239","31677886224.3079","31292180055.1465","37401460958.7449",
"Luxembourg","LUX","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","485968696.453011","529104738.976939","550136530.014877","574222742.109338","666044306.533899","692153890.564676","683946186.039868","646757316.218159","706129490.821281","809484523.131192","1035362404.19524","1202122245.15064","1368795527.44936","1874750258.7456","2430978562.55178","2581119008.44576","2641332288.40125","2940526055.14913","3643690790.31638","4493075949.36709","5036580080.01104","4242402542.37288","3911777856.25993","3820305798.81657","4136471306.89751","4438728582.10476","5899257178.97779","7482725121.55592","8462342622.05156","8950196048.32105","11253881458.2327","12316127111.6361","13023095859.473","13139891674.4403","14801672775.5004","17732486316.3656","18272295765.4723","18693078484.4384","21565467881.7515","24100925847.0062","26253223696.3332","26357587472.0358","27602419536.9848","34050282167.0429","44457047429.8485","50828521328.193","61225635428.428","76137222830.5502","87376805331.7709","67759441511.531","75369252982.9219","87282705846.636","88087593005.4484","97926858992.9458","115450094789.787","108327686137.788","109150025202.802","121045822814.513",
"Latvia","LVA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2275390758.69937","2953175089.33129","3181698524.07452","3677526510.18706","3377901753.54312","3561696407.87949","4044694425.78912","4459960209.18599","5717024966.17882","7852404058.80057","9757176104.54263","13006613995.4853","17759662152.9203","18673335769.6243","11573236030.025","13097832087.9273","17722855204.0671","18490673665.9217","19318800528.0809","19486091364.6231","16430284209.712","16307280042.7834","18702150361.795",
"Macao SAR, China","MAC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","1137203250.98782","1152434286.32673","1266769544.76442","1256813522.0283","1480432286.7269","1796798921.32138","2049473919.85673","2344564906.20994","2513152973.44471","2895068900.466","3195940945.52388","3309528590.79271","3588055726.54297","3620321795.22578","3468693512.75356","3585445061.62778","3445881586.20344","3669715587.03187","3962920046.34994","4033733739.9639","4358055119.87452","4776966039.99402","5761511804.74184","6321478947.95971","7472817256.98003","9549645963.73773","9864340843.63038","7565472239.26957","9183474544.50026","11993215434.8856","14226961538.9429","15673338089.695","17504726371.2737","17571571696.9317","15639204012.4576","16120608023.9223",
"St. Martin (French part)","MAF","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","462404900.701512","501926687.086256","501926687.086256","533544116.194052","535520225.274182","497974508.447782","557257188.024899","614563778.282778","656061653.98676","687679083.094556","853749629.483253","859386138.613861","975395583.376804","1379897246.09803","2163897661.22019","2996076495.99013","3520263390.12966","4123953545.17798","3980104159.16673","4752096637.68562","6085388406.23889","6184030315.3336","5968605346.173","4852588134.37768","5148405879.34851","5067330815.86008","5526914458.94293","5914982294.95646","6462582987.17277","7314276289.4371","9074363976.07464","8865737968.89716","9469830979.15202","8739349822.56157","9390609855.48191","11335099531.6159","10902396700.2834","10658406549.8058","11452344717.0047","12003481375.7089","12579800084.6979","12314876687.6051","13353797749.7505","16048207626.5876","19968118741.5426","23064234675.6909","26592092080.131","34711375315.8454","46189308800.9496","37077112112.2985","40096825547.6881","49394553702.7652","49325135598.7205","50467551008.2684","51473299787.0645","42334627162.2134","46965383634.9732","50946966570.3673",
"Monaco","MCO","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1015988718.75338","1252989934.78261","1433779956.70996","1230250000","789339997.339465","971880000.643428","1088799996.89122","1295120002.94703","1728269999.85655","2130559996.10652","2739462189.27585","3132123127.53692","4275318330.46401","5667512220.93918","3997496759.5593","4564736888.91045","6021114017.00373","6114900011.55936","6435869323.41818","6268987431.95873","4810649095.30515","4843320551.30046","5743856424.67161",
"Madagascar","MDG","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","111896638.778162","136359934.723301","135907021.451483","151309643.644399","159917393.99732","166712685.115184","208843979.811107","205672790.888083","235119319.764427","244148322.956612","240001884.823528","252204260.112222","245822786.617848","312077209.065592","387473830.382784","476932072.229689","382361666.975508","472941273.991891","642273690.020235","1052478250.59075","1202045776.28036","820213764.67508","728723582.825097","615724223.727779","526427278.599826","586093618.273828","506563070.148185","577421068.604866","564192209.309003","556341691.83395","863652161.657586","708089366.936187","746051704.255414","829743807.355329","881169926.444315","1002050697.53447","1038878681.97771","1062314497.02468","1094596244.51324","1197396427.3864","1473714280.17308","1462698057.62895","992629459.55741","1755712693.33634","2072165750.5456","2295538579.6828","2524543111.73818","3823250483.87655","5356795491.93887","4414320824.52674","3758114787.43511","4187943168.72972","3875056123.12934","4108333240.45856","3963999639.22653","3462205283.48258","3576358437.41516","4488979332.56528",
"Maldives","MDV","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","87100000","93600000","93700000","96500000","95200000","85000000","86200000","94900000","115800000","140200000","177720795.811518","202570224.390244","237300000","256976040.145985","281896971.527179","","","","","","","","","","","","1046484375","1635687351.5625","2076965007.8125","1480031945.3125","1693203242.1875","2295433324.75721","2137043473.72604","2403456199.03209","2756017553.78911","2768950336.36043","3198212290.06924","3567593121.52493",
"Middle East & North Africa","MEA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224932001756.933","209881068507.107","239557064761.649","258464277744.885","259625589472.793","258669045663.933","258147660834.076","289192495897.819","294093347219.016","310952651848.328","357627978370.791","449905657608.859","535030337810.057","625771131588.5","802895246910.185","1021718048408.43","911437110702.165","977490207425.361","1107929894757.78","1257383598586.09","1305401335067.03","1352407541027.09","1238798877525.3","1185655276207.27","1224548792769.2",
"Mexico","MEX","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","1520944000","1503120000","1536528000","1688128000","1978568000","2079752000","2192168000","2392912000","2746232000","3011216000","3430408000","3417960000","3991120000","5232144000","7612160000","8465680000","8784409090.90909","8363203539.82301","11315763157.8947","16754179824.5614","25215695652.1739","32350081632.6531","17920283687.9433","14024762697.7519","16777514898.6889","19063168548.0732","17389311866.6231","18775671165.2881","33950973120.4083","42503284582.5716","51767986204.9349","60602974423.5356","73709195127.4678","77847500962.8964","91454798672.6319","79834960276.6614","100336342605.995","122323230283.513","139005454028.021","155972441425.045","191318627691.527","185388139002.173","186428365368.683","188498786171.1","234749892610.314","280628576973.545","280595105053.582","308103605534.306","333835150453.292","259328000666.001","328581153292.181","382867847673.324","402385300656.821","413674331349.828","434741398006.395","428462235255.516","421081317031.092","456350218499.559",
"Marshall Islands","MHL","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115872600","130974400","128326800","139687000","137814800","155190100","183213400","166686200","170406000","192006100","175150800","164352900","163209900","",
"Middle income","MIC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","40102767175.4011","38870202526.261","36905114699.3637","42450945677.6927","45284409507.0181","48769459351.2989","51603209943.8214","54074926073.5884","57127886606.7902","61078039239.7423","70585587750.6272","77357473020.3297","87503705843.2758","118690204765.104","193945695324.611","234505341543.153","247873587445.044","279575546536.817","302492806754.531","365372698538.463","484155364791.95","544652911181.16","514239313857.008","464682686345.151","463905758759.985","471619587198.524","455782943115.799","484841387712.484","580942600444.992","634394998792.039","672411310652.397","670547701262.564","897060411168.073","870764252327.001","917103195029.225","1090928146192.83","1163552901363.07","1243193774692.18","1154529798623.06","1155042354910.51","1373249394483.57","1402516687328.65","1508631673897.07","1795704249405.57","2301270037775.73","2751377383020.52","3226128807945.28","3960465401008.63","4824691221481.69","4043282963254.53","5095815112000.01","6314735673900.86","6696089968492.32","6992418757917.67","7087057148821.38","6189110171098.53","6016262181750.65","6814357921159.18",
"Macedonia, FYR","MKD","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1603480565.37103","1214969387.7551","1235972107.64093","1394808318.96552","1636859122.40185","1902913385.82677","1703283208.02005","1899399718.8755","2002835930.40293","1915757242.53076","1781287933.96455","1568409000.38361","1817612486.7521","2147331758.78046","2850790823.81275","3193976913.25935","3757217971.46827","5166645055.42167","6772738889.40639","5111857888.5548","5464748071.43748","6933562133.17417","6513782540.51447","6648647600.08018","7371282875.11494","6537953908.28833","6953636799.16457","7805800733.55224",
"Mali","MLI","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","65853415.5769349","62205958.6847398","64625177.8154074","65484073.0802223","86947315.4622356","95227665.5413931","128763530.489589","220186807.735786","243102500.129484","197530459.237373","205552195.806166","364714604.404316","434370562.274823","514247471.123573","443268446.977991","395235879.53122","416358418.489186","454692650.324391","594720677.865749","647482471.421942","637532999.30857","699433469.80106","632842468.362108","829530662.795925","851446738.807168","958831214.265043","856534725.984293","770106159.043682","992802336.940277","934859797.354093","895732070.243874","844696126.022499","1024115513.56823","973208000.322483","1174335576.3715","1156885512.83939","1545515187.27709","1722328562.1695","1944481571.49219","2245728117.62931","2647158117.3576","3756036384.56267","2935591312.15793","3753380431.55648","4047531704.43903","3954062692.4604","5286919876.12339","5463282917.38722","5186864010.53682","5543304857.16724","6276249599.29194",
"Malta","MLT","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","178912116.216773","182399240.746599","199083145.814581","262352694.68048","380157924.044994","409750864.665849","456620115.116631","565700620.107756","639163194.831235","847294011.976048","1080289709.17226","1001867673.1794","945154375","858687779.211754","842635347.797746","884790812.591508","1059441664.84597","1374164264.41352","1613825872.58337","1747152500.61592","2258063352.69485","2416347144.75432","2680610176.33598","2549153958.45031","2870834261.04737","4530520428.01556","4408051453.07289","4279168056.94583","4432533981.65543","4732350408.95394","5448559670.78189","4772107221.2153","5028809028.80903","5830431318.99397","6353388141.50473","6830742444.96953","8570066491.02998","10163701067.6157","13351252380.2549","12727424284.5235","13475761589.404","15028332082.2908","14791441089.5542","15297520578.8635","15355493963.1153","14000218254.4083","14145779756.6372","",
"Myanmar","MMR","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55822092.110987","28936974.9931771","15280128.2547127","16579332.4182804","14912668.7848099","11440182.1875086","13175715.9410337","16046272.1018293","21203708.8506465","23880103.285794","32637322.5359287","60518082.1559769","6524981185.85476","11418499287.2454","14508467646.5863","15853479719.6333","13892176057.7058","",
"Middle East & North Africa (excluding high income)","MNA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94886017704.5712","88067587295.5365","99899077589.5756","109428451528.397","109190256827.143","112664723943.529","111226999216.983","120556397122.925","129954941351.914","138038182798.711","159694462798.886","203210157266.881","236698700957.063","256604706157.567","314252668966.777","415570727303.599","397476959536.13","425919497194.949","447379199334.911","535303562921.807","543132817299.533","531915408974.99","452200534225.026","449978309611.744","480932484042.012",
"Montenegro","MNE","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","503076567.83966","718955758.552749","769183114.552838","802404161.483659","1204292277.12938","1378592214.89864","2107656504.83001","3155958116.61648","4219318880.91402","2707481244.79022","2596760264.90066","2918516819.57187","2783478093.28023","2742331386.08603","2752019371.10256","2454886325.82899","2752347345.13274","3111958530.53865",
"Mongolia","MNG","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","1640949933.33333","1645216266.66667","1701452966.66667","1365680775","1491340800","2357290000","2182762166.66667","2115665933.33333","1927175666.66667","1033205140","1963530568.42105","479118638.497653","541030589.942626","504816597.208761","603552981.877355","571254552.400333","558878338.713148","669128488.063497","656469894.839646","771837167.206557","830538468.020561","946734020.522735","1083962181.86893","1405234670.28888","1605232631.21152","1826066273.67383","2467564065.06216","3777731776.3995","2637353047.33985","4074354772.60398","7749643979.15854","8115246246.99833","7728160145.9387","6978077021.79397","5245197266.5001","5079946823.35004","6561657127.17538",
"Northern Mariana Islands","MNP","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","782000000","774000000","937000000","835000000","752000000","579000000","459000000","360000000","405000000","449000000","478000000","525000000","561000000","638000000","893000000","",
"Mozambique","MOZ","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","964768518.518519","910957507.082153","946910052.910053","736723880.597015","619863207.54717","510958333.333333","631047029.70297","738841073.271414","780851315.287838","894397771.512955","906060596.275966","1441087347.50784","1241552970.97214","1203108577.3582","1273593417.12133","1435373698.85043","1428756979.55497","1440536357.80866","1471754248.56416","2095580238.11947","1984740871.59819","1635081290.2104","2817934090.71712","2851596191.28512","3298417150.47406","3566662920.08152","3406697253.62981","3738472010.77387","4502926528.56308","4504046936.03893","4693423655.9963","7210031664.12088","11402674338.9262","13456895718.5234","14376807062.8686","10653347166.8855","8166323674.47004","8712678335.02315",
"Mauritania","MRT","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","84096152000","29136912.8527144","34553392.1117166","33619515.6091032","34366614.3805637","37355026.2274428","37968203.4903786","44551473.8969854","46235425.0579423","46928474.719223","52255984.5238982","55870281.7484395","130400605.635379","154651313.491139","245911943.764579","287442988.012061","408487332.287308","397766030.502386","353035482.018886","385073787.544618","472621686.893869","560587076.25535","635455054.347191","601550396.238839","531665312.893569","551938836.41824","636796680.336134","605800778.6164","603421657.162202","556924695.745405","619220688.532171","591063842.198136","423125759.821665","374906550.171349","533234083.754805","654323243.788916","653619250.557491","595923082.849861","536222118.466012","514710234.160963","586066741.920943","604109626.016756","559797982.697374","731711211.648861","1221237735.84906","1801743919.57467","1573298585.25689","1951415134.6531","2667156956.17226","2083370101.22726","2657259280.68667","3236633620.2869","4152728049.11889","4123778642.36812","3546400022.54078","3500449999.15095","3003669995.67315","3320985016.07767",
"Mauritius","MUS","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","405896879.443239","489609976.843794","564145830.967177","659152518.190897","695183686.217352","630448162.032115","538882501.724534","512463480.890468","541292580.596074","596406022.340942","787664112.160637","1175707785.24949","1487456930.87359","1560741780.22007","1914623069.93642","1886943132.9581","2016680374.2161","2097744786.9447","2329179751.00777","2467920144.02144","2842083563.16267","2778038969.85843","2773468596.69816","2892939672.35506","2838633731.56162","2836868719.81132","2802349642.88098","3107144777.16252","3601069149.22632","4138397488.49004","4823089368.33175","5298319904.70625","6435675926.44661","5180852195.57069","6224223957.58891","7497875008.70898","7667254575.70715","7466076465.56835","7967578441.36165","6879968736.36138","6586704706.27625","7344075356.56905",
"Malawi","MWI","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","3576000000","63138737.2252555","64118717.6256475","71538569.2286154","55018899.6220076","76298474.0305194","97158056.8388632","94172880.4197735","96003840.1536061","105244209.768391","113764550.582023","129618485.979059","154066866.267465","166971805.199561","213742272.943414","281430886.779347","260569550.930997","279211429.837191","390186085.101339","432121434.692129","480236424.085704","389813470.345136","340407389.862624","346441947.565543","319230224.989387","338258391.018556","296491322.336253","329017068.864038","449068871.276305","548903786.91792","628568287.588406","645800021.403346","763999972.247662","667200031.797947","729705611.006822","672015402.029613","727117725.446647","894458228.433125","667060400.287069","768862087.50207","616067736.69131","671619118.720506","910299895.805214","984214280.216538","1133832239.10748","1437753337.29665","1468256687.29121","1468506042.25722","2091602995.19658","1959722458.02933","2426182403.92117","2241779808.49579","2512557871.78747","2351567304.48107","2399197472.24965","2278722443.07372","2441650840.41174","2279708087.72924",
"Malaysia","MYS","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","938377727.688488","990528060.891154","1062685744.15262","1107948288.25297","1136483372.53365","1199129361.03489","1232584215.34039","1232256239.38325","1327373219.65242","1362468084.41134","1595668594.01542","1662163057.36658","1890500425.59228","2756562272.33659","4580773877.27971","4207474683.5443","4587239180.04407","5620885060.74026","7143172409.32642","10040412630.2321","13533271303.2294","14692616509.7001","16036111843.7955","17211826778.0985","17844908431.473","15592764317.358","13979331912.9155","15777107278.9332","19825874064.457","25372860122.5635","31883248918.6292","40044733779.4588","44155181214.9056","52860417233.2077","67592211553.1169","86952551834.1308","90961920661.4198","92380225707.9991","67655931512.4338","76187894736.8421","94350000000","86253947368.4211","91820526315.7895","96153421052.6316","118513157894.737","130552137519.474","147059593261","167026995578.31","178116146291.744","143890588055.043","181098692993.077","207619607843.137","215525123025.123","216892951220.286","218113294020.593","186602995775.189","180820094978.666","202684168914.52",
"North America","NAC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","30274921068.4068","30081589271.1894","32493288975.0413","33917522658.5249","37001830443.6441","41586577816.0705","48789111401.3328","52408310962.616","60784500592.2359","67017263980.6963","72848671024.7716","81669324556.1039","97304308145.0101","119270055777.852","165908769755.819","164061681400.592","197582823841.945","231059843396.096","265325100432.91","315615998583.066","364503172894.749","396663627073.996","370418160841.629","402894951140.318","492489270341.551","509772767671.955","551608221343.117","616281458675.52","682793320726.069","732807988660.041","778162828335.728","775877897921.047","825608939872.335","888661701487.415","996964855987.174","1102671077694.49","1173450761132.94","1293328765108.3","1357503676466.14","1508779970681.32","1760607913286.3","1664449327861.8","1700806451001.86","1839919870759.41","2138814743092.84","2416764679043.07","2678751620235.21","2854640748398.29","3072315238333.65","2395095673955.03","2866718837942.81","3256113105542.24","3352551446050.25","3356403409471.6","3469997479715.64","3320858181289.69","3250106394627.42","",
"Namibia","NAM","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","1363031587.05701","1525146763.90155","1290910664.9475","1209641683.87039","1005754287.26361","645140306.007987","835627396.061269","1181733104.12574","1116643369.25445","1179087009.57029","1400517914.42817","1494475428.24032","1679052945.30154","1609097958.80895","1664155429.76231","1944374651.92578","2040064266.27591","2085584375","1966006276.79395","1921498060.39774","1741324894.08917","1690735050.87581","1615858491.37154","2587532010.52256","2780114571.88414","2927229679.36723","3315952743.11452","4878934184.00659","5673632486.80579","6491229356.71548","6843350106.53991","7132435085.59309","7829948172.9598","7382664829.98622","8110038285.40363","8084270462.18718","7234083507.83205","6290783983.95541",
"New Caledonia","NCL","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","877981986.914737","865614279.263157","926289564.512288","929193999.824908","864876583.623208","957465957.279919","1000834232.65463","928856835.897374","928027951.142191","1008558885.9842","","","","","","","","","","","","","","","","","","",
